name,category_list,funding_total_usd,status,country_code,state_code,city,funding_rounds,Investors,Number_of_Investors,Acquirer,Acquirer_Category,Acquirer_Country,Acquirer_State,Acquirer_City,Acquired_Price,Acquired Currency,county,founded_at,Coordinates
Sir Kensington's,Manufacturing,8.5,operating,USA,NY,New York,1,Verlinvest:8500000|Mike Kirban:8500000,2,-,-,-,-,-,-,-,New York,2008,37.727239:-123.032229
SirionLabs,Management,4.58,operating,USA,MI,Troy,1,Sequoia Capital:4580000,1,-,-,-,-,-,-,-,Oakland,2012,37.727239:-123.032229
"Sirqul, Inc.",Software,5,operating,USA,WA,Seattle,1,Owen Van Natta:5000000|Rick Dalzell:5000000|Rudy Gadre:5000000|Tripp Blair:5000000|Xiang Gao:5000000,5,-,-,-,-,-,-,-,King,2012,41.837551:-87.681844
Sirtris Pharmaceuticals,Technology,82,acquired,USA,MA,Cambridge,4,Bessemer Venture Partners:37000000|Black River Asset Management:27000000|Cardinal Partners:40000000.0|Cargill Ventures:27000000|Genzyme Ventures:37000000|Novartis Bioventure Fund:27000000|Polaris Partners:40000000.0|Skyline Ventures:40000000.0|Three Arch Partners:27000000|TVM Capital:40000000.0|Wellcome Trust:40000000.0,11,GlaxoSmithKline,Biotechnology|Health and Wellness|Health Care|Pharmaceuticals,USA,NJ,Middlesex,720000000,USD,Middlesex,2004,40.664274:-73.9385
SIRUM,Health,0.12,operating,USA,CA,Stanford,1,Y Combinator:120000,1,-,-,-,-,-,-,-,Santa Clara,2009,37.764471:-122.283273
Sisense,Software,44,operating,USA,NY,New York,3,Battery Ventures:40000000.0|DFJ Growth:30000000|Genesis Partners:44000000.0|Opus Capital:44000000.0|RTP Ventures:30000000|The Explorer Group:30000000|Eli Farkash:4000000,7,-,-,-,-,-,-,-,New York,2010,40.664274:-73.9385
Site9,Software,1.65,closed,USA,OR,Portland,4,Mount Hood Equity Partners:1100000,1,-,-,-,-,-,-,-,Clackamas,1998,40.027443:-105.25174
SiteBrains,Software,0.35,operating,USA,CA,San Francisco,1,Jonathan Cardella:350000|zohar israel:350000,2,-,-,-,-,-,-,-,San Francisco,2010,39.1637:-86.524264
SiteExcell Tower Partners,Mobile,15,operating,USA,AR,Little Rock,1,M/C Partners:15000000,1,-,-,-,-,-,-,-,Pulaski,1998,33.388414:-111.931782
Sitefly,Software,0.18,operating,USA,RI,Providence,1,Betaspring:180000,1,-,-,-,-,-,-,-,Providence,2011,-1
SiteSpect,Software,13,operating,USA,MA,Boston,1,NewSpring Capital:13000000,1,-,-,-,-,-,-,-,Suffolk,2004,42.558498:-70.843822
SiteWit,Marketing,2.325,operating,USA,FL,Tampa,2,Stage 1 Ventures:1500000,1,-,-,-,-,-,-,-,Hillsborough,2009,29.876898:-97.93157
SiteZeus,Services,2.2,operating,USA,FL,Tampa,1,BALDWIN BEACH CAPITAL:2200000|Chris Sullivan:2200000,2,-,-,-,-,-,-,-,Hillsborough,2013,37.56482:-122.250782
SiTime,Software,105.517223,acquired,USA,CA,Sunnyvale,7,Capital IP Investment Partners:15000000|Greylock Partners:40550000.0|Icon Ventures:40550000.0|Mobile Internet Capital:20000000|New Enterprise Associates:40550000.0|RUSNANO:30000000.0,6,MegaChips Corporation,Semiconductors,JPN,32,Osaka,200000000,USD,Santa Clara,2005,40.664274:-73.9385
SitScape,Services,0.125,operating,USA,WV,Vienna,2,CIT GAP Funds:125000|Dingman Center Angels:125000,2,-,-,-,-,-,-,-,Wood,2007,42.583883:-83.145533
Sittercity,Software,48.1,operating,USA,IL,Chicago,5,Apex Venture Partners:47600000.0|Baird Capital:40100000.0|Bright Horizons Family Solutions:4500000|I2A Fund:36100000.0|Point Judith Capital:47600000.0|Pritzker Group Venture Capital:40100000.0|Square 1 Bank:17500000.0|Brian Hand:500000|Dan Ratner:7500000|Matt McCall:500000,10,-,-,-,-,-,-,-,Cook,2001,47.620499:-122.350876
SIVI,Services,0.34,operating,USA,NY,New York,1,Angel Sidecar Fund:340000|StartOK Accelerator Fund:340000,2,-,-,-,-,-,-,-,New York,2013,42.375967:-71.118275
SixDoors,Finance,0.65,operating,USA,CA,San Francisco,1,Kima Ventures:650000|SVG Syndicate:650000|Ilan Abehassera:650000|James Etzkorn:650000|Jean David Blanc:650000|Olivier Cahane:650000,6,-,-,-,-,-,-,-,San Francisco,2013,37.425965:-122.167218
Skaffl,Education,0.018,operating,USA,PA,Bethlehem,1,LearnLaunchX:18000,1,-,-,-,-,-,-,-,Northampton,2012,35.066463:-85.247065
SketchDeck,Services,0.5,operating,USA,CA,Mountain View,2,Y Combinator:500000,1,-,-,-,-,-,-,-,Santa Clara,2013,40.664274:-73.9385
Sketchfab,Software,9.5,operating,USA,NY,New York,3,Alive Ideas:500000|Balderton Capital:9000000.0|Borealis:7000000|Borealis Ventures:2000000|FirstMark Capital:7000000|Partech Ventures:9000000.0|Techstars:7000000|Andrew Lacy:500000|David Cohen:2000000|Jacques-Antoine Granjon:500000|Jerry Nieuviarts:500000|Nicolas Rosset:500000|Oleg Tscheltzoff:500000|Sylvain Zimmer:2500000.0,14,-,-,-,-,-,-,-,New York,2012,45.536951:-122.649971
Skift,Entertainment,1.1,operating,USA,NY,New York,2,Advancit Capital:1100000|HIGHLINEvc:1100000|Lerer Hippeau Ventures:1100000|Mesa Ventures:1100000|Chris Ahearn:1100000|Duncan Jennings:1100000|Jason Calacanis:1100000|Luke Beatty:1100000|Martin Nisenholtz:1100000|Michael Cunniff:1100000|Michael Yavonditte:1100000|Paul Noglows:1100000|Shakil Khan:1100000,13,-,-,-,-,-,-,-,New York,2012,37.727239:-123.032229
Skill-Life,Education,0.025,closed,USA,PA,Pittsburgh,2,AlphaLab:25000,1,-,-,-,-,-,-,-,Allegheny,2007,34.725432:-92.358556
Skillbridge,Services,0.02,operating,USA,NY,New York,2,Dorm Room Fund:20000,1,-,-,-,-,-,-,-,New York,2013,41.823056:-71.418779
SkillHound,Services,0.02,operating,USA,MA,Boston,1,Betaspring:20000,1,-,-,-,-,-,-,-,Suffolk,2011,42.33196:-71.020173
Skilljar,Education,7.520836,operating,USA,WA,Seattle,3,Innovation Endeavors:1100000|Trilogy Equity Partners:6420836.0|Dan Shapiro:1100000|Dave Schappell:1100000|Geoff Entress:1100000|T.A. McCann:1100000,6,-,-,-,-,-,-,-,King,2013,27.970086:-82.479673
Skillshare,Education,10.750168,operating,USA,NY,New York,4,BoxGroup:3650000.0|Citrus Ventures:550000|Collaborative Fund:550000|Founder Collective:550000|Spark Capital:9200168.0|SV Angel:550000|Union Square Ventures:9200168.0|VegasTechFund:1000000|David Tisch:550000|Jason Finger:550000|Karl Jacob:550000|Oliver Jung:6100168|Phil Gordon:550000|Rafe Furst:550000|Scott Heiferman:550000,15,-,-,-,-,-,-,-,New York,2010,27.970086:-82.479673
SkillSurvey,Employment,1.8,operating,USA,PA,Wayne,2,Inflection Point Ventures:1800000|Innovation Ventures:1800000|Mid Atlantic Angel Fund:1800000|Milestone Venture Partners:1800000|The Lambda Funds:1800000,5,-,-,-,-,-,-,-,Delaware,2001,37.385784:-122.026323
Skillz,Games,31,operating,USA,CA,San Francisco,4,Atlas Venture:16000000.0|Kraft Group:15000000|NextView Ventures:1300000|Sequoia Capital:15000000|SterlingVC:15000000|David Bonderman:15000000|Marc Lasry:15000000|Mark Jung:1300000,8,-,-,-,-,-,-,-,San Francisco,2012,39.309436:-81.544724
SkimaTalk,Education,0.1,operating,USA,CA,Berkeley,1,Recruit Strategic Partners:100000,1,-,-,-,-,-,-,-,Alameda,2012,41.837551:-87.681844
Skimble,Software,0.02,operating,USA,CA,San Francisco,1,Rock Health:20000,1,-,-,-,-,-,-,-,San Francisco,2010,40.664274:-73.9385
"Skinit, Inc.",Manufacturing,12,operating,USA,CA,San Diego,1,Bluecrest Capital Finance:12000000,1,-,-,-,-,-,-,-,San Diego,2003,37.727239:-123.032229
Skinny Mom,Health,0.1,operating,USA,OH,Cincinnati,1,CincyTech:100000,1,-,-,-,-,-,-,-,Hamilton,2011,40.626424:-75.367898
Skipta,Services,2.5,operating,USA,PA,Lancaster,1,Mansa Capital:2500000,1,-,-,-,-,-,-,-,Lancaster,2009,37.399364:-122.079517
Skoovy,Entertainment,0.75,operating,USA,AZ,Scottsdale,1,Peter Jenkins:750000,1,-,-,-,-,-,-,-,Maricopa,2012,40.664274:-73.9385
Skorpios Technologies,Health,67.9,operating,USA,NM,Albuquerque,5,Cottonwood Technology Fund:65900000.0|Ericsson:19000000|Nokia Solutions and Networks:19000000|Sun Mountain Capital:21000000.0|T-Venture:2000000,5,-,-,-,-,-,-,-,Bernalillo,2009,40.664274:-73.9385
Skosay,Marketing,0.15,operating,USA,AR,Fayetteville,2,Ark Challenge:50000,1,-,-,-,-,-,-,-,Washington,2014,40.439753:-79.976592
Skout,Communication,22,operating,USA,CA,San Francisco,2,Andreessen Horowitz:22000000,1,-,-,-,-,-,-,-,San Francisco,2007,40.664274:-73.9385
Skritter,Software,0.1,operating,USA,CA,San Francisco,3,Lorain County Community College Innovation Fund:25000|Oberlin College Creativity and Leadership Grant:25000,2,-,-,-,-,-,-,-,San Francisco,2008,42.33196:-71.020173
Skubana,Software,0.75,operating,USA,NY,New York,1,Brian Lee:750000,1,-,-,-,-,-,-,-,New York,2013,47.620499:-122.350876
SKULLY,Services,14.95,operating,USA,CA,San Francisco,3,Eastlink Capital:11000000|Formation 8:11000000|Intel Capital:11000000|Rising Tide Fund:1500000|Riverwood Capital:11000000|Techstars:11000000|Western Technology Investment:11000000|Andrew Gault:12500000.0|Greg Castle:11000000,9,-,-,-,-,-,-,-,San Francisco,2013,40.664274:-73.9385
Skulpt,Sports,6.348,operating,USA,CA,San Francisco,4,Caerus Ventures:5750000.0|Fort Point Angels:1650000|Nautilus Venture Partners:4100000|Oleg Uritsky:1650000|Raj Sandhu:1650000,5,-,-,-,-,-,-,-,San Francisco,2009,-1
Skurt,Manufacturing,1.3,operating,USA,CA,Los Angeles,1,Upfront Ventures:1300000|Adam Goldstein:1300000|Errol Damelin:1300000|Mark Suster:1300000|Mark Troughton:1300000|Sam Rosen:1300000|Scott Marlette:1300000,7,-,-,-,-,-,-,-,Los Angeles,2014,37.727239:-123.032229
SkuRun,Manufacturing,0.028,operating,USA,CA,Los Angeles,1,Alchemist Accelerator:28000,1,-,-,-,-,-,-,-,Los Angeles,2012,37.866702:-122.299066
SKY MobileMedia,Hardware,15,operating,USA,CA,San Diego,1,Enterprise Partners:15000000|Sid R. Bass Associates:15000000,2,-,-,-,-,-,-,-,San Diego,2003,37.727239:-123.032229
Skybox Imaging,Manufacturing,91,acquired,USA,CA,Mountain View,3,Asset Management Ventures (AMV):70000000|Bessemer Venture Partners:88000000.0|Canaan Partners:70000000|CrunchFund:70000000|Draper & Associates:18000000|Draper Associates:3000000|Khosla Ventures:91000000.0|Norwest Venture Partners - NVP:70000000,8,Google,Blogging Platforms|Email|Information Technology|Search|Software|Video Streaming,USA,CA,Mountain View,500000000,USD,Santa Clara,2009,32.8153:-117.134993
Skybox Security,Software,23.754,operating,USA,CA,San Jose,5,Benchmark:11754000.0|Carmel Ventures:10800000.0|Lightspeed Venture Partners:11754000.0|Mitsubishi UFJ Capital:2000000|Mofet Technology Fund:8800000|Rembrandt Venture Partners:10800000.0|Susquehanna Growth Equity:6000000|Susquehanna International Group:6000000|Valley Venture Capital:2000000|Robert Thomas:8800000,10,-,-,-,-,-,-,-,Santa Clara,2002,39.139902:-84.506446
SkyBulls,Games,0.04,operating,USA,CA,San Francisco,1,Start-Up Chile:40000,1,-,-,-,-,-,-,-,San Francisco,2012,40.042061:-76.30099
SkyCache,Software,12.2588,operating,USA,CA,San Francisco,2,O'Reilly AlphaTech Ventures:12258800.0,1,-,-,-,-,-,-,-,San Francisco,2011,33.668727:-111.823682
Skycatch,Manufacturing,46.67,operating,USA,CA,San Francisco,7,Autodesk:22000000|Avalon Ventures:35200000.0|Bee Partners:25200000.0|ff Venture Capital:38400000.0|Google Ventures:16400000.0|Industry Ventures:22000000|Mind the Seed - MTS Fund:3170000|Qualcomm Ventures:3200000|Riverwood Ventures:22000000|Sherpalo Ventures:25200000.0|SierraMaya360:16400000.0|SK Ventures:3200000|Sumavision:22000000|Urban.Us:3170000|VegasTechFund:13300000.0|zPark Capital:22000000|Ellen Levy:13200000|Jordan Mendell:13200000|Ram Shriram:13200000|Richard Levandov:13200000,20,-,-,-,-,-,-,-,San Francisco,2013,35.105552:-106.647388
Skycross,Manufacturing,51.799476,operating,USA,FL,Melbourne Beach,6,BAE Systems:10500000|BancBoston Capital:10500000|DoCoMo Capital:11000000|Gabriel Venture Partners:11000000|Intel Capital:11000000|Investment Partners of Orlando:10500000|Investor Growth Capital:34000000.0|NXT Capital:3500000|TL Ventures:11000000,9,-,-,-,-,-,-,-,Brevard,2000,36.071561:-94.16654
Skycure,Software,11,operating,USA,CA,Palo Alto,2,New York Life Investment Management:8000000|Pitango Venture Capital:11000000.0|Shasta Ventures:8000000,3,-,-,-,-,-,-,-,Santa Clara,2012,37.727239:-123.032229
Skydeck,Software,4,operating,USA,CA,Palo Alto,2,Saban Ventures:3000000,1,-,-,-,-,-,-,-,Santa Clara,2012,37.727239:-123.032229
Skydio,Software,3,operating,USA,CA,Menlo Park,1,Accel:3000000|Andreessen Horowitz:3000000|Buddy Arnheim:3000000,3,-,-,-,-,-,-,-,San Mateo,2014,40.664274:-73.9385
Skyepack,Mobile,0.205,operating,USA,IN,West Lafayette,2,M25 Group:185000,1,-,-,-,-,-,-,-,Tippecanoe,2012,37.727239:-123.032229
Skyfire Labs,Software,40.8,acquired,USA,CA,Mountain View,5,Lightspeed Venture Partners:36000000.0|Matrix Partners:40800000.0|Panorama Capital:10000000|Trinity Ventures:40800000.0|Verizon Ventures:18000000.0,5,Opera,Software,NOR,12,Oslo,155000000,USD,Santa Clara,2006,37.727239:-123.032229
SkyFront,Manufacturing,0.12,operating,USA,NJ,Hoboken,1,Qualcomm Incorporated:120000|Techstars:120000,2,-,-,-,-,-,-,-,Hudson,2014,34.019394:-118.410825
SkyFuel,Technology,18.6,operating,USA,CO,Arvada,2,"Eugene M. Lang Entrepreneurial Initiative Fund, The Eugene Lang Entrepreneurship Center, CBS:1600000|Leaf Clean Energy:17000000",2,-,-,-,-,-,-,-,Jefferson,2007,34.019394:-118.410825
SkyGiraffe,Software,4.5,operating,USA,CA,Menlo Park,3,500 Startups:4500000.0|Trilogy Equity Partners:3000000|Kevin Mahaffey:3000000|Oudi Antebi:1500000|Parker Thompson:1500000|Yuval Neeman:1500000,6,-,-,-,-,-,-,-,San Mateo,2012,32.8153:-117.134993
SkyGrid,Manufacturing,13.25,closed,USA,CA,Sunnyvale,2,BlackRock:11000000|DFJ Frontier:2250000|Draper Fisher Jurvetson (DFJ):13250000.0|RRE Ventures:11000000|Esther Dyson:2250000|Tim Draper:2250000,6,-,-,-,-,-,-,-,Santa Clara,2005,37.399364:-122.079517
Skyhigh Networks,Software,66.5,operating,USA,CA,Campbell,3,Greylock Partners:66500000.0|Salesforce Ventures:40000000|Sequoia Capital:60000000.0,3,-,-,-,-,-,-,-,Santa Clara,2011,37.296867:-121.819306
SkyKick,Software,17.227,operating,USA,WA,Seattle,5,Ironfire Capital:3000000|Navin Thukkaram:10000000|Timothy Ferriss:3000000|Tim Ferriss:10000000,4,-,-,-,-,-,-,-,King,2011,37.727239:-123.032229
Skyline Innovations,Technology,3,operating,USA,DC,Washington,2,Advantage Capital Partners:1000000|CCM Energy:2000000|Convergent Capital Management (CCM) US:2000000|DC Community Ventures:2000000,4,-,-,-,-,-,-,-,District Of Columbia,2009,37.727239:-123.032229
Skyline Medical Inc.,Health,18.101676,operating,USA,MN,Eagan,5,Dawson James Securities:15000000,1,-,-,-,-,-,-,-,Dakota,2002,37.727239:-123.032229
SkyMD,Health,0.8,operating,USA,NY,New York,1,Aspiration Growth:800000|Fritz Lanman:800000|Matt Salzberg:800000,3,-,-,-,-,-,-,-,New York,2014,28.066869:-80.559603
Skyonic,Technology,143.5,operating,USA,TX,Austin,5,Apollo Investment Corporation:80000000|BlueCap Partners:39000000|BP Ventures:39000000|Cenovus Energy:39000000|ConocoPhillips:60500000.0|Enbridge:12500000|Energy Technology Ventures:39000000|Maxus Capital Group:80000000|Northwater Capital:48000000.0|PVS Chemicals:9000000|Texas Venture Labs:9000000|Carl Berg:9000000,12,-,-,-,-,-,-,-,Travis,2005,37.399782:-122.142776
Skyport Systems,Technology,30,operating,USA,CA,Mountain View,1,Index Ventures:30000000|Intel Capital:30000000|Sutter Hill Ventures:30000000,3,-,-,-,-,-,-,-,Santa Clara,2013,37.399782:-122.142776
Sky Fund LLC,Finance,0.37,operating,USA,NY,New York,3,Joseph Omansky:320000|Michael Omans:320000|Michael Tanney:30000|Steve Schloss:20000|Stuart Omans:320000,5,-,-,-,-,-,-,-,New York,2003,37.479736:-122.148097
Skyrider,Marketing,17,closed,USA,CA,Mountain View,2,CRV:17000000.0|ComVentures:12000000|Fuse Capital:5000000|Sequoia Capital:17000000.0,4,-,-,-,-,-,-,-,Santa Clara,2003,40.455245:-86.911825
Skyroam,Hardware,23.5,operating,USA,CA,San Francisco,1,CBC Capital:23500000|GSR Ventures:23500000|Lenovo:23500000|Vickers Venture Partners:23500000,4,-,-,-,-,-,-,-,San Francisco,2008,37.399364:-122.079517
skyrockit,Mobile,2.6,closed,USA,CA,San Francisco,1,Intel Capital:2600000,1,-,-,-,-,-,-,-,San Francisco,2001,40.745251:-74.027926
Skyscraper,Marketing,0.5,operating,USA,CA,San Francisco,2,Dave Johnson:500000|Dave Lerner:500000|Dennis Pilarinos:500000|Howard Lindzon:500000|Max Teitelbaum:500000|Melissa Reiff:500000|Merrick  :500000|Mike Edwards:500000|Paul Sethi:500000|Rob de Heus:500000|Sameer Jageti:500000|Thijs Gitmans:500000|Tom Peterson:500000,13,-,-,-,-,-,-,-,San Francisco,2012,39.80974:-105.10662
Skysense,Manufacturing,0.12,operating,USA,CA,San Diego,1,Qualcomm Incorporated:120000|Techstars:120000,2,-,-,-,-,-,-,-,San Diego,2013,37.479736:-122.148097
SkySpecs,Manufacturing,3.595,operating,USA,MI,Ann Arbor,2,Huron River Ventures:3000000|Invest Michigan:3000000|Jim Adox:3000000,3,-,-,-,-,-,-,-,Washtenaw,2012,37.385784:-122.026323
Skystream Markets,Technology,6.5,operating,USA,NY,New York,3,Advantage Capital Connecticut:4000000|Clean Energy Venture Group:4000000|Connecticut Innovations:4000000|LaunchCapital:4000000|WindSail Capital Group:2500000,5,-,-,-,-,-,-,-,New York,2009,37.280232:-121.954352
Skytap,Software,64.51,operating,USA,WA,Seattle,6,Bezos Expeditions:6000000|Ignition Partners:64450000.0|Insight Venture Partners:35000000|Madrona Venture Group:64450000.0|OpenView Venture Partners:51450000.0|Washington Research Group:45000000.0|WRF Capital:19450000.0,7,-,-,-,-,-,-,-,King,2006,47.620499:-122.350876
Skytide,Software,6,operating,USA,CA,Oakland,1,El Dorado Ventures:6000000|Granite Ventures:6000000,2,-,-,-,-,-,-,-,Alameda,2004,38.904149:-77.017094
Skytree,Software,21.575,operating,USA,CA,San Jose,4,American Express Ventures:18000000|In-Q-Tel:18000000|Javelin Venture Partners:19500000.0|Osage University Partners:18000000|Plug & Play Ventures:1500000|United Parcel Service (UPS):18000000|U.S. Venture Partners (USVP):18000000|Scott McNealy:18000000,8,-,-,-,-,-,-,-,Santa Clara,2012,44.8155:-93.1624
SkyVu Entertainment,Software,1.2,operating,USA,NE,Omaha,1,Great Oaks Venture Capital:1200000|Lightbank:1200000|Linseed Capital:1200000|Nebraska Angel Network:1200000|NextView Ventures:1200000|Michael Chang:1200000,6,-,-,-,-,-,-,-,Sarpy,2009,40.664274:-73.9385
Skyward,Entertainment,5.771999,operating,USA,OR,Portland,3,Techstars Ventures:4099999|Draper Associates:5631999.0|Founders' Co-op:4099999|Moment Ventures:4099999|Norwest Venture Partners - NVP:4099999|Verizon Ventures:4099999|Voyager Capital:5631999.0|Tim Draper:1532000|Toivo Annus:1532000,9,-,-,-,-,-,-,-,Clackamas,2012,30.307182:-97.755996
Skyway Software,Software,4,closed,USA,FL,Tampa,1,Armada Investment Group:4000000|Guide Capital:4000000|Imlay Investments:4000000,3,-,-,-,-,-,-,-,Hillsborough,2001,37.399364:-122.079517
Skyword,Marketing,25.456,operating,USA,MA,Boston,5,Cox Media Group:23700000.0|Progress Ventures:1350000,2,-,-,-,-,-,-,-,Suffolk,2010,40.664274:-73.9385
Skyworks Aerial Systems,Entertainment,0.335,operating,USA,NV,Henderson,2,Allen Anes:150000|Eugene Wong:150000|John Davidson:150000,3,-,-,-,-,-,-,-,Clark,2014,37.399364:-122.079517
SL8Z | CrowdSourced Recruiting,Services,0.05,operating,USA,VA,Reston,1,CIT GAP Funds:50000,1,-,-,-,-,-,-,-,Fairfax,2013,37.727239:-123.032229
Slack,Services,339.95,operating,USA,CA,San Francisco,7,Accel:339950000.0|Andreessen Horowitz:338450000.0|DST Global:160000000|Google Ventures:280000000.0|Groupe Arnault:160000000|Horizons Ventures:160000000|Index Ventures:160000000|IVP:160000000|Kleiner Perkins Caufield & Byers:280000000.0|Slow Ventures:120000000|Social Capital:322750000.0|Spark Capital:160000000|Bradley Horowitz:1500000|Jeff Weiner:1500000|Marc Andreessen:1500000|Rob Solomon:1500000,16,-,-,-,-,-,-,-,San Francisco,2013,37.727239:-123.032229
Slacker,Entertainment,75.663277,operating,USA,CA,San Diego,6,Austin Ventures:30663277.0|Centennial Ventures:57163277.0|Mission Ventures:70663277.0|Rho Capital Partners:57163277.0|Sevin Rosen Funds:70663277.0,5,-,-,-,-,-,-,-,San Diego,2006,37.727239:-123.032229
SlamData,Software,3.883838,operating,USA,CO,Boulder,2,Access Venture Partners:3633838|Flywheel Ventures:3633838|LaunchCapital:3633838|PV Ventures:3633838|Service Provider Capital:3633838|Seven Peaks Ventures:3633838|True Ventures:3633838,7,-,-,-,-,-,-,-,Boulder,2014,32.8153:-117.134993
Slate Science,Education,1.1,operating,USA,NY,New York,1,Benny Schnaider:1100000|Leon Kamevev:1100000|Roni Einav:1100000,3,-,-,-,-,-,-,-,New York,2011,42.275641:-83.731333
Sleep.FM,Software,0.015,operating,USA,PA,Philadelphia,1,DreamIt Ventures:15000,1,-,-,-,-,-,-,-,Philadelphia,2006,40.664274:-73.9385
Verus Healthcare,Technology,7.15,closed,USA,TN,Franklin,1,Rich Roberts:7150000,1,-,-,-,-,-,-,-,Williamson,2011,47.620499:-122.350876
SLI Systems,Software,1,operating,USA,CA,San Jose,1,Pioneer Capital Partners:1000000,1,-,-,-,-,-,-,-,Santa Clara,2001,37.769857:-122.22564
SLIC games,Education,0.02,operating,USA,KY,Louisville,2,Anonymous Investor:10000,1,-,-,-,-,-,-,-,Jefferson,2012,37.296867:-121.819306
Slicebooks,Marketing,0.15,operating,USA,CO,Denver,1,ICG Ventures:150000|Ingram Content Group:150000,2,-,-,-,-,-,-,-,Jefferson,2011,41.264675:-96.041927
Sliced Investing,Finance,2,operating,USA,CA,San Francisco,2,Aslanoba Capital:2000000|Data Collective:2000000|Great Oaks Venture Capital:2000000|Khosla Ventures:2000000|Marc Bell Ventures:2000000|TEEC Angel Fund:2000000|TriplePoint Ventures:2000000|Y Combinator:2000000|Amit Avner:2000000|Ash Fontana:2000000,10,-,-,-,-,-,-,-,San Francisco,2014,45.536951:-122.649971
sliceX,Software,15,operating,USA,CA,San Jose,1,BlueRun Ventures:15000000|Crosslink Capital:15000000|Global Catalyst Partners:15000000,3,-,-,-,-,-,-,-,Santa Clara,1996,27.970086:-82.479673
Slide,Entertainment,78,acquired,USA,CA,San Francisco,4,BlueRun Ventures:28000000.0|Fidelity Investments:50000000|Founders Fund:28000000.0|Khosla Ventures:20000000|Mayfield Fund:20000000|T. Rowe Price:50000000,6,Google,Blogging Platforms|Email|Information Technology|Search|Software|Video Streaming,USA,CA,Mountain View,182000000,USD,San Francisco,2005,42.33196:-71.020173
Slidebean,Mobile,0.48,operating,USA,NY,New York,6,"500 Startups:100000|Carao Ventures:285000.0|DreamIt Ventures:375000.0|Edge Harris Ventures:250000|Sistema de Banca para el Desarrollo, Costa Rica:35000|Start-Up Chile:35000|Jose Cayasso (Caya):35000",7,-,-,-,-,-,-,-,New York,2013,36.012233:-115.037462
Slidejoy,Marketing,1.2,operating,USA,NY,New York,1,Harvard Business School Angels:1200000|Wharton Angel Network:1200000,2,-,-,-,-,-,-,-,New York,2013,38.948449:-77.342215
Slidely,Education,7.3,operating,USA,NY,New York,2,Benson Oak Capital:7300000,1,-,-,-,-,-,-,-,New York,2012,37.727239:-123.032229
SlideMail,Communication,0.12,operating,USA,CA,San Francisco,1,Y Combinator:120000,1,-,-,-,-,-,-,-,San Francisco,2014,32.8153:-117.134993
LinkedIn SlideShare,Software,3,acquired,USA,CA,San Francisco,2,Venrock:2700000|Ariel Poler:300000|Hal Varian:300000|Jonathan Abrams:300000|Mark Cuban:300000|Saul Klein:300000|Yee Lee:300000,7,LinkedIn,Networking|Social Media|Social Recruiting|Software,USA,CA,Mountain View,119000000,USD,San Francisco,2006,40.027443:-105.25174
Slime Sandwich,Software,2.75,closed,USA,CO,Denver,2,Alex Welch:1000000|Darren Crystal:1000000|Douglas A. Glover:1000000|Vadim Ugov:1000000,4,-,-,-,-,-,-,-,Jefferson,2009,40.664274:-73.9385
SlimTrader,Travel,1,operating,USA,WA,Seattle,2,Interswitch Inc.:1000000,1,-,-,-,-,-,-,-,King,2009,40.009376:-75.133346
Sling Media,Software,14.5,acquired,USA,CA,Foster City,2,DCM:14500000.0|Hearst Ventures:14500000.0|Mobius Venture Capital:14500000.0,3,EchoStar,Hardware + Software,USA,CO,Englewood,380000000,USD,San Mateo,2004,35.921251:-86.852281
Slipstream,Software,0.02,closed,USA,CA,Oakland,1,LaunchBox Digital:20000,1,-,-,-,-,-,-,-,Alameda,2010,37.296867:-121.819306
Smaato,Marketing,43.1,operating,USA,CA,San Francisco,5,Aeris Capital:43100000.0|EDB Investments:35000000.0|Singapore Press Holdings:25000000|Wilson Sonsini Goodrich & Rosati:3600000,4,-,-,-,-,-,-,-,San Francisco,2005,38.178077:-85.666708
Smackages,Manufacturing,0.02,operating,USA,TX,Dallas,1,Capital Factory:20000,1,-,-,-,-,-,-,-,Dallas,2010,39.761849:-104.880625
SmackHigh,Entertainment,2.075,operating,USA,MA,Boston,2,Boston Seed Capital:1650000|Flybridge Capital Partners:1650000|Techstars:1650000|David Chang:1650000|Wayne Chang:1650000,5,-,-,-,-,-,-,-,Suffolk,2013,37.727239:-123.032229
Smailex,Software,0.07,operating,USA,TX,Houston,1,Gurnard Perch Sophisticated Technologies:70000,1,-,-,-,-,-,-,-,Harris,2011,37.296867:-121.819306
Small Bone Innovations,Health,244,acquired,USA,PA,Morrisville,6,3i Group:144000000.0|Axiom Ventures:36000000|Goldman Sachs:108000000|Khazanah Nasional Berhad:15000000|Malaysian Life Sciences Capital Fund:108000000|NGN Capital:159000000.0|Trevi Health Ventures:144000000.0|Viscogliosi Brothers:51000000.0,8,Stryker Corporation,Biotechnology,USA,MI,Kalamazoo,375000000,USD,Bucks,2009,37.727239:-123.032229
Small Demons,Software,2.616169,operating,USA,CA,Los Angeles,4,CampVentures:1150000|Embarcadero Ventures:1900000.0|XG Ventures:1150000|Alison Rosenthal:1150000|Craig Shapiro:1150000|Dave Goldberg:750000|Mayank Bawa:750000|Mazy Dar:750000|Tasso Argyros:750000|Tim Kendall:1150000|Valeh Vakili:750000,11,-,-,-,-,-,-,-,Los Angeles,2010,40.664274:-73.9385
Smalltown,Marketing,4,closed,USA,CA,San Mateo,1,Formative Ventures:4000000,1,-,-,-,-,-,-,-,San Mateo,2005,40.664274:-73.9385
